Id,Title,Body,Tags,Type
,Escaping single quote in PHP when inserting into MySQL [duplicate],"I have a perplexing issue that I can't seem to comprehend...

I have two SQL statements:

The first enters information from a form into the database.
The second takes data from the database entered above, sends an email, and then logs the details of the transaction
The problem is that it appears that a single quote is triggering a MySQL error on the second entry only! The first instance works without issue, but the second instance triggers the mysql_error().

Does the data from a form get handled differently from the data captured in a form?

Query 1 - This works without issue (and without escaping the single quote)

$result = mysql_query(""INSERT INTO job_log
(order_id, supplier_id, category_id, service_id, qty_ordered, customer_id, user_id, salesperson_ref, booking_ref, booking_name, address, suburb, postcode, state_id, region_id, email, phone, phone2, mobile, delivery_date, stock_taken, special_instructions, cost_price, cost_price_gst, sell_price, sell_price_gst, ext_sell_price, retail_customer, created, modified, log_status_id)
VALUES
('$order_id', '$supplier_id', '$category_id', '{$value['id']}', '{$value['qty']}', '$customer_id', '$user_id', '$salesperson_ref', '$booking_ref', '$booking_name', '$address', '$suburb', '$postcode', '$state_id', '$region_id', '$email', '$phone', '$phone2', '$mobile', STR_TO_DATE('$delivery_date', '%d/%m/%Y'), '$stock_taken', '$special_instructions', '$cost_price', '$cost_price_gst', '$sell_price', '$sell_price_gst', '$ext_sell_price', '$retail_customer', '"".date('Y-m-d H:i:s', time()).""', '"".date('Y-m-d H:i:s', time()).""', '1')"");
Query 2 - This fails when entering a name with a single quote (for example, O'Brien)

$query = mysql_query(""INSERT INTO message_log
(order_id, timestamp, message_type, email_from, supplier_id, primary_contact, secondary_contact, subject, message_content, status)
VALUES
('$order_id', '"".date('Y-m-d H:i:s', time()).""', '$email', '$from', '$row->supplier_id', '$","php
mysql
insert
escaping",1
,How to convert list of strings to their correct Python types?,"Given a list of python strings, how can I automatically convert them to their correct type?

Meaning, if I have:

[""hello"", ""3"", ""3.64"", ""-1""]
I'd like this to be converted to the list

[""hello"", 3, 3.64, -1]  
where the first element is a string, the second an int, the third a float, and the fourth an int.

How can I do this?",python,1
,objective c circular reference [duplicate],"I have two custom NSObjects which reference each other, as below:

.h file class 1

#import <Foundation/Foundation.h>
#import ""MyChildClass.h""

@interface MyParentClass : NSObject

@property (nonatomic, strong) NSString *Name;
@property (nonatomic) MyChildClass *myChild;

@end
.m file class 1:

#import ""MyParentClass.h""

@implementation MyParentClass

@end
and...

.h file class 2:

#import <Foundation/Foundation.h>
#import ""MyParentClass.h""

@interface MyChildClass : NSObject

@property (nonatomic) MyParentClass *myParent;

@end
.m file class 2:

#import ""MyChildClass.h""

@implementation MyChildClass

@end
When I try and implement those as below, the project will not build, with the error ""Arc Restrictions: Implicit conversion of an Objective-C pointer to 'int *' is disallowed with ARC""

View Controller implementation code:

    MyParentClass *newParent = [[MyParentClass alloc] init];
    MyChildClass *newChild = [[MyChildClass alloc] init];

    newParent.Name = @""Johnny"";
    newParent.myChild = newChild;

    newChild.myParent = newParent;
However, when I nest a second example into single .h/.m files, the project will build:

Nested .h file:

#import <Foundation/Foundation.h>

@class MyNestedClass;

@interface MyChildNestedClass : NSObject

@property (nonatomic, strong) MyNestedClass *myNested;
@property (nonatomic, strong) NSString *ChildName;

@end

@interface MyNestedClass : NSObject

@property (nonatomic, strong) MyChildNestedClass *myChild;
@property (nonatomic, strong) NSString *ParentName;

@end
Nested .m file:

#import ""MyNestedClass.h""

@implementation MyChildNestedClass

@end

@implementation MyNestedClass

@end
I guess that by nesting the objects into a single file, I am somehow tricking ARC and that really I shouldn't be creating these circular references.

Could anyone suggest the correct way of nesting types like this?

What I am trying to achieve, is the following pseudo-scenario: Parent has a property of Child. Child has a property of the parent it is the child of.

Am I finding this difficult because I'm not supposed to do it (circular referencing), or am I missing something glaringly obvious?

Many thanks!","ios
objective-c",1
,Can you assign a substring of a std::string to itself?,"I recently found the need to replace a std::string's contents with a substring of itself. The most logical function to call here I think is the following, from http://www.cplusplus.com/reference/string/string/assign/:

substring (2)      string& assign (const string& str, size_t subpos, size_t sublen);
    
     Copies the portion of str that begins at the character position subpos and spans sublen characters (or until the end of str, if either str is too short or if sublen is string::npos).

     str
         Another string object, whose value is either copied or moved.

     subpos
         Position of the first character in str that is copied to the object as a substring. If this is greater than str's length, it throws out_of_range. Note: The first character in str is denoted by a value of 0 (not 1).

     sublen
         Length of the substring to be copied (if the string is shorter, as many characters as possible are copied). A value of string::npos indicates all characters until the end of str.

However, I'm not certain if this is permissible, or if it can corrupt the string data. I know that memcpy(), for example, does not allow (or at least does not guarantee non-corruption in the case of) overwriting an area of memory with (a portion of) itself (see memcpy() vs memmove()). But I don't know if the above method has the same limitation.

More generally, can you please comment if I should have been able to figure out the answer to this question myself? There's nothing in the documentation I linked to that makes it clear to me what the answer to this question is, except perhaps the qualifier ""Another"" in the description of the str parameter (""Another string object""), which seems to imply it cannot be the this object, although I don't find that to be unequivocal. Is that a weakness in the documentation?","c++
string",1
,CSS button position below the text in Media query,"In my responsive webpage. On that page I have text and then there is a button. The problem is button moves on text when I resize the page. The button needs to be below text and should remain below text as I resize the page.

If you copy and paste the code in HTML, and then try to resize the page, you would see button does change size (as I need) but the location of the button is not ok. It goes on text

<!DOCTYPE html>
<html>
<head>
  <meta name=""viewport"" content=""width=device-width,initial-scale=1.0""/>
   <style>
@media screen and (max-width: 500px) and (min-width: 300px) {
	#Space_I { height:28px;} 
	#Space_J { height:22px;} 
	#Space_K { height:3%;} 
	#Main_Title	{
		width: auto; 
		height: 48px;
		font-size: 23px;
		line-height: 1.04;
		color: #222222;
		margin-left:6%;
		margin-right:6%;
	}
	#First_Blog{
		height: 100px;
	}
	#First_Read_More_Button{
		width: 291px;
		height: 45px				
	}
}
@media screen and (max-width: 1600px) and (min-width: 500px) {
	#Space_I { height:33px;} 
	#Space_J { height:26px;} 
	#Space_K { height:3%;} 
	#Main_Title{
		 width: auto;
		 height: 36px;
		 font-size: 31px;
		 color: #000000;","css
html
media-queries",1
,Typecasting of pointers in CTypecasting of pointers in C,"I know a pointer to one type may be converted to a pointer of another type. I have three questions:

What should kept in mind while typecasting pointers?
What are the exceptions/error may come in resulting pointer?
What are best practices to avoid exceptions/errors?","c
pointers
casting",1
,Returning a list of lists using python recursion,"I'm brushing up on recursion problems and have no issues when the problem statement asks to print values (eg. BST traversal where you print the node values), and similarly few issues when the problem asks to return a list of values (return a path between 2 nodes in a tree) but am having problems when there are multiple answers, involving multiple lists (or a single 2D list) to be returned. For example the problem asks me to return how many ways a child can reach the top of the stairs, assuming it can jump either 1, 2, or 3 steps at a time. This is no problem and is solved below

def step_helper(steps):
    if(steps == 0):
        return 1
    elif(steps < 0):
        return 0
    else:
        return step_helper(steps-1) +
             step_helper(steps-2) + 
             step_helper(steps-3)

def find_num_ways(steps):
    count = step_helper(steps)
    print(count)

find_num_ways(10)
Similarly if I need to return a path from two nodes in a BST, returning 1 list is no problem

def another_path_helper(self, n1, n2):
    if(n1 == None):
        return [None]
    elif(n1 == n2):
        return [n1.data]
    elif(n1.data > n2.data):
        return [n1.data] + self.another_path_helper(n1.left, n2)
    elif(n1.data < n2.data):
        return [n1.data] + self.another_path_helper(n1.right, n2)
    else:
        return None

def another_path(self, n1, n2):
    path = self.another_path_helper(n1, n2)
    if(None in path):
        return None
    else:
        return path
However, I'm clueless on how I would return a list of lists. In the child-steps example, instead of returning the number of ways a child can climb the stairs, how could I return a list of paths, which would be a 2d list, where each entry would be a list of steps taken to get from bottom to top? Ideally I would not need to pass a list as argument to my recursive function since I've been told passing mutable objects to recursive functions is a bad practice and no different from using a static counter.","python-3.x
recursion",1
,Why this print statement changes the previous pointer?,"here is the program:

#include <stdio.h>

main() {
  int * i;
  int * j;
  printf(""%d\n"", i);
  printf(""%d\n"", j);
}
I compiled and ran it, and the output was:

888086464
0
However, if I comment out the second printf

#include <stdio.h>

main() {
  int * i;
  int * j;
  printf(""%d\n"", i);
  //printf(""%d\n"", j);
}
The out put beomes:

0
I'm wondering why the second printf changes the pointer i.
And, how does C initalize pointers? As far as I know, if a pointer is not initialized, it would have value Null which is equal to 0, correct? Why in the first output, the i was initialized?

EDIT: Following the suggestions from you guys, I made some changes:

#include <stdio.h>

main() {
  int * i;
  int * j;
  printf(""%p\n"", i);
  printf(""%p\n"", j);
}
which gives

0x7fff67a361b0
(nil)
But when I comment out the second printf

#include <stdio.h>

main() {
  int * i;
  int * j;
  printf(""%p\n"", i);
  //printf(""%p\n"", j);
}
The output is nil. I'm curious why in the first version with two printf, only the j is nil while i is not.","c
pointers
printf",1
,sed to replace partial string,"10


3
I would like to do the following by using sed

case 1:

*here is some random text constant=randomValue some more random text*
I would like to replace randomvalue directly after constant= while keeping the rest of the line intact so the result would look like:

*here is some random text constant=substituteValue some more random text*
case2:

*here is some random text constant= randomValue some more random text*
similar to the first one but with a space after the constant= string, so the output would be

*here is some random text constant= substituteValue some more random text*
For case one i've been trying to use:

echo $line | sed 's/server=.*\ /sever=\<SrvrName\>/'","regex
shell
unix
sed",1
,How to read a Chinese txt file (Python),"I have a .txt file named ""chinchars.txt"". Inside, I have a single line with these two characters:

节日

How do I read this text file and return those to characters? Using this code:

inputFile = open('chinchars.txt').readlines()
It outputs this error:

UnicodeDecodeError: 'charmap' codec can't decode byte 0x8f in position 
18: character maps to <undefined>
I believe I need to ""decode"" the characters someway. How would this be accomplished?","python
python-3.x
file
utf-8
decode",1
,How to remove a string from a list that startswith prefix in python,"I have this list of strings and some prefixes. I want to remove all the strings from the list that start with any of these prefixes. I tried:

prefixes = ('hello', 'bye')
list = ['hi', 'helloyou', 'holla', 'byeyou', 'hellooooo']
for word in list:
    list.remove(word.startswith(prexixes)
So I want my new list to be:

list = ['hi', 'holla']
but I get this error:

ValueError: list.remove(x): x not in list
What's going wrong?","python
string
list
startswith",1
,Create a folder and sub folder in Excel VBA,"I have a pull down menu of companies that is populated by a list on another sheet. Three columns, Company, Job #, and Part Number.

When a job is created I need a folder for said company and a sub-folder for said Part Number.

If you go down the path it would look like:

C:\Images\Company Name\Part Number\

If either company name or Part number exists don't create, or overwrite the old one. Just go to next step. So if both folders exist nothing happens, if one or both don't exist create as required.

Another question is there a way to make it so it works on Macs and PCs the same?","excel
vba
macos
directory
create-directory",1
,List Payouts of stripe Account,"According to Stripe Payout API I need to retrieve all payouts of a destination, So i made this request:

def all_payouts(external_account)
   return Stripe::Payout.list(
      :destination => external_account
   )
end
from the API I tried to send the external_account(like ""ba_XXXX"") but it keeps returning

No such external account: ba_XXXX while testing it using Postman, I checked the external_account but it is exists on stripe.

Any help?","ruby
stripe-payments",1
,Javascript parameter is not defined,"So I try to make a collection of buttons, which print out a hello and the name of the button. The code below doesn't work because ""Uncaught ReferenceError: Mike is not defined"". Its a parameter, how do I even define it?

<input type=""button"" value=""Say hello to Mike"" onClick=""hello(Mike);"" />
and the JS is something like this:

function hello(name) {
... }
I have another button where clicking doesnt send any parameters and it works just as intended.

edit: Putting Mike in quotations produces another error: ""Uncaught SyntaxError: missing ) after argument list"". I am doing this as a homework and we are required to write the html with javascript, below is my modified, whole line of code which is throwing the error.

 document.write('<input type=""button"" value=""Say hello to Mike"" onClick=""hello('Mike');"" />');
could the document.type be the cause of the problem? Between these 2 errors, I do literally nothing else than add the quotation marks in the code.

edit2: It finally worked after I added \ before the quotation marks.",javascript,1
,Asking the user for input until they give a valid response,"I am writing a program that accepts user input.

#note: Python 2.7 users should use `raw_input`, the equivalent of 3.X's `input`
age = int(input(""Please enter your age: ""))
if age >= 18: 
    print(""You are able to vote in the United States!"")
else:
    print(""You are not able to vote in the United States."")
The program works as expected as long as the the user enters meaningful data.

Please enter your age: 23
You are able to vote in the United States!
But it fails if the user enters invalid data:

Please enter your age: dickety six
Traceback (most recent call last):
  File ""canyouvote.py"", line 1, in <module>
    age = int(input(""Please enter your age: ""))
ValueError: invalid literal for int() with base 10: 'dickety six'
Instead of crashing, I would like the program to ask for the input again. Like this:

Please enter your age: dickety six
Sorry, I didn't understand that.
Please enter your age: 26
You are able to vote in the United States!
How do I ask for valid input instead of crashing or accepting invalid values (e.g. -1)?","python
validation
input",1
,"EER : Superclass/subclass Entity relationship, primary key mapping","STUDENT, FACULTY are sub-classes of PERSON entity, and they have specialized attributes.

Normally, we store common attributes in PERSON table (with p_id as pk) and store specialized in the subclasses. We map the subclass to the superclass using p_id by creating a column in the subclass.

However, is it acceptable to do something like following.

Instead of p_id as the mapping attribute in subclass, can we use something else belonging to the superclass which is unique but not pk.

NOTE: The EER Diagram (conceptual design) still remains same!","database
relational-database
entity-relationship
eer-model",1
,<Terminated> message in eclipse console?,"I run my project but get this message.

""terminated Payroll [Java Application] /Java/JavaVirtualMachines/jdk1.8.0_25.jdk/Contents/Home/bin/java""

Im extremely new to eclipse and java in general. I don't know what to download or do. Please help.

java version ""1.8.0_25"" Java(TM) SE Runtime Environment (build 1.8.0_25-b17) Java HotSpot(TM) 64-Bit Server VM (build 25.25-b02, mixed mode)

import java.util.Scanner; 

public class Employee {

Scanner keyboard = new Scanner(System.in); 

private String firstName = keyboard.nextLine();
private String lastName = keyboard.nextLine();
private double hourlyPayRate = keyboard.nextDouble();
private double hoursWorked = keyboard.nextDouble();
private static final double FEDERAL_TAX_RATE = 18.0;
private static final double PROVINCIAL_TAX_RATE = 4.5;
private static final double EMPLOYMENT_INSURANCE = 22.35;
private static final double UNION_DUES = 7.85;



public void setFirstName(String firstName) {
    System.out.println(""Enter the employee's name (first then last): "" + keyboard.next()); 
    firstName = keyboard.next(); 
}// setFirstName

public void setLastName(String lastName) {

    lastName = keyboard.next(); 
}// setLastName

public void setHourlyPayRate(double hourlyPayRate) {
    System.out.println(""Enter "" + firstName + lastName + ""'s hourly pay rate: "" );
}// SetHourlyPayRate

private String getFirstName() {
    return firstName;
}// firstName

private String getLastName() {
    return lastName;
}// lastName

private double getHourlyPayRate() {
    return hourlyPayRate;
}// hourlyPayRate

private double getHoursWorked() {
    return hoursWorked;
}// hoursWorked

public double calculateGrossPay(){
    return hourlyPayRate * hoursWorked; 
}

public double calculateFederalTax() {
    return calculateGrossPay() * FEDERAL_TAX_RATE;
}// FEDERAL_TAX_RATE()

public double calculateProvincialTax() {
    return calculateGrossPay() * PROVINCIAL_TAX_RATE;
}// PROVINCIAL_TAX_RATE

public double getEmploymentInsurance() {
    return calculateGrossPay() * EMPLOYMENT_INSURANCE;
}// EMPLOYMENT_INSURANCE

public double getUnionDues() {
    return calculateGrossPay() * UNION_DUES;
}// UNION_DUES

public double calculateNetPay(){
    return calculateGrossPay() - calculateGrossPay() +getUnionDues() + getEmploymentInsurance() +    calculateProvincialTax() + calculateFederalTax(); 
}

public void setHoursWorked(double hoursWorked) {

}// setHoursWorked

}// Employee()
the main() is this

/**
 * 
*/
package employee;

/**
* @author Nico
*
*/
import java.util.Scanner;
public class Payroll {
Employee employee = new Employee();

public static void main(String[] args) {
    // TODO Auto-generated method stub


    System.out.print(""Enter the employee's name (first then last):\n"");
    System.out.print(""Enter Elly Funt's hourly pay rate: \n"" );
    System.out.print(""Enter the number of hours Elly Funt worked this rate: \n"" );
    System.out.print(""\n"");
    System.out.print(""Employee Pay Summary: \n"");
    System.out.print(""Employee Name: \n"");
    System.out.print(""Hourly rate: \n"");
    System.out.print(""Hours worked: \n"");
    System.out.print(""\n"");
    System.out.print(""Gross Pay: \n"");
    System.out.print(""Dedcutions: \n"");
    System.out.print(""\tFederal tax: \n"");
    System.out.print(""\tProvincial tax: \n"");
    System.out.print(""\tEmployment Insurance: \n"");
    System.out.print(""\tUnion Dues: \n"");
    System.out.print(""Net Pay: \n"");
}//Main()","java
eclipse
rest
glassfish
jersey",1
,How do I encode and decode a base64 string?,"How do I return a base64 encoded string given a string?

How do I decode a base64 encoded string into a string?","c#
base64",1
,Adjust list style image position?,"Is there a way to adjust the position of list-style-image?

When I use padding for list items the image will stay at its position and won't move with padding...","css
image
html-lists",1
,How to print a string multiple times? [closed],"How can I repeat a string multiple times, multiple times? I know I can use a for loop, but I would like to repeat a string x times per row, over n rows.

For example, if the user enters 2, the output would be:

@@
@@
@@
@@
Where x equals 2, and n equals 4.","python",1
,How to return all list elements of a given length?,"I'm trying to return words that have a specific length.

This is my code so far. words is a list and size is a positive integer.

def by_size(words, size)
    for word in words:
        if len(word) == size:
I'm not sure how to continue. by_size(['a', 'bb', 'ccc', 'dd'], 2) should return ['bb', 'dd']. Any suggestions would be of great help.","python
string
list
string-length",1
,Java class variable scope problem,"I have this code(class in class) in java (andorid)

public class History extends Activity {

public Integer Type;

 private static class HistoryAdapter extends BaseAdapter {

      //I don't know how to access variable ""Type"" here
     Integer num = Type;// error
       .
       .
       .
     }
      .
      .
      .
}

I can't add more classes above ""extends BaseAdapter""

Can someone help me, how can I access variable Type in class HistoryAdapter

Thanks",java,1
,Reading both string and integer from a text file,"Let say I have a file looks like this

51.41 52.07 52.01 51.22 50.44 49.97 Coal Diggers
77.26 78.33 78.29 78.12 77.09 75.74 Airplane Flyers
31.25 31.44 31.43 31.09 31.01 30.92 Oil Fracting and Pumping
52.03 12.02 12.04 22.00 31.98 61.97 Big Bank
44.21 44.32 44.29 43.98 43.82 43.71 Rail Container Shipping
93.21 93.11 93.02 93.31 92.98 92.89 Gold Bugs
I want to read this file word using fscanf to put the numbers in float arrays and words in an array of strings. But, after few hours of strenuous thinking, I still can't figure out how to resolve this thing.

void dataInsert (COMPANY* company1, COMPANY* company2, COMPANY* company3, COMPANY* company4, COMPANY* company5, COMPANY* company6)
{
//Function Declaration
FILE* spData;
float number;
char* name[20];

//Statement
if ((spData = fopen(""dataFile"",""r"")) == NULL)
{
    fprintf(stderr, ""ERROR OPENING!!"");
    exit (1);
}

int i = 0;
int numCount = 0;
int lineCount = 0;
while (fscanf(spData, ""%f"", &number) != EOF)
{
    if(isdigit(number))
    {
        if (lineCount == 0)
        {
            company1 -> stock_price[i] = number;
        }
        else if (lineCount == 1)
        {
            company2 -> stock_price[i] = number;
        }
        else if (lineCount == 2)
        {
            company3 -> stock_price[i] = number;
        }
        else if (lineCount == 3)
        {
            company4 -> stock_price[i] = number;
        }
        else if (lineCount == 4)
        {
            company5 -> stock_price[i] = number;
        }
        else if (lineCount == 5)
        {
            company6 -> stock_price[i] = number;
        }

        numCount++;
        i++;
        if (numCount == 6)
        {
            lineCount++;
            numCount = 0;
            i = 0;
        }
    }
}//while
fclose (spData);
}//dataInsert
I don't know what to do with strings at the end of each line. I want to put those string in structure company -> name[10]. Those data are in a text file.","c
string
scanf",1
,dotnet is not recognized as the name of a cmdlet,"We have downloaded and run DotNetCore.1.0.1-SDK.1.0.0.Preview2-003133-x64.exe. After having closed and reopened our command prompt, running dotnet gives the following output.

The term 'dotnet' is not recognized as the name of a cmdlet, function, script file, or operable program.

We have tried the following:

Uninstall all versions of Visual Studio.
Uninstall all versions of .NET Core.
Repair C++ Redistributable 2015 x86 & x64
Restart the computer.
Then reinstall the .NET Core SDK.
This is the contents of C:/Program Files/dotnet

host
  fxr
sdk
  1.0.0-preview2-003133
shared
  Microsoft.NETCore.App
swidtag
  Microsoft .NET Core 1.0.1 - SDK 1.0.0 Preview 2-003133 (x64).swidtag
Our PATH includes C:\Program Files\dotnet\","windows
dotnet-cli
.net-core",1
,How to rebuild development pod changes?,"I have a development pod that I connect to the my app locally using :path => '~/Projects/Swift/pod'. When I make changes inside the application code in that development pod, this changes are not included after build. It's like I'm build cached code, not my code changes.

For include code changes into build I have to run the command ""Clean Build Folder"", but after that build takes a very long time, for 10 minutes, which is not very productive.

Literally, I comment on a line of code and wait 10 minutes to see the changes.

What is the problem?

I was trying to run ""pod install/pod update"" after any changes, but it has no effect.","ios
xcode
cocoapods",1
,Most elegant way to change 0 to 1 and vice versa,"What is the most elegant way to do the next stuff:

int i = oneOrZero;

if (i == 0) {
   i = 1;
} else {
   i = 0;
}
You can assume that i can have only 1 or 0 value.","java
algorithm",1
,"How can I prevent java.lang.NumberFormatException: For input string: ""N/A""?","While running my code I am getting a NumberFormatException:

java.lang.NumberFormatException: For input string: ""N/A""
    at java.lang.NumberFormatException.forInputString(Unknown Source)
    at java.lang.Integer.parseInt(Unknown Source)
    at java.lang.Integer.valueOf(Unknown Source)
    at java.util.TreeMap.compare(Unknown Source)
    at java.util.TreeMap.put(Unknown Source)
    at java.util.TreeSet.add(Unknown Source)`
How can I prevent this exception from occurring?","java
string
int
numberformatexception",1
,issues in comparing Day from Date in swift 4,"Comparison is required to check date is past date day.

I have tried with this

let calendar = NSCalendar.current

//Get just MM/dd/yyyy from current date
let components = calendar.dateComponents([], from:  Date())

//Convert to NSDate
let pastDates = self.calendar.selectedDates.filter { $0 <  calendar.date(from: components as","ios
swift",1
,how to assign a id to canvas in the three.js application,"I have created a render object in three.js and connect it with DomElment, shown as followed

var renderer = new THREE.WebGLRenderer({
            antialias: true
        });
renderer.setClearColor( 0xAAAAAA, 1 );
renderer.setSize(window.innerWidth, window.innerHeight);
document.getElementById('webgl-container').appendChild(renderer.domElement);
so now three.js automatically create a canvas inside the webgl-container div, but now I want to give a canvas a id, how could I do it","javascript
three.js
html5-canvas",1
,Create a batch file to run an .exe with an additional parameter,"I need a batch file which will do the following:

1. Open CMD and navigate to a location C:/Users/...../program.exe
2. Run the program.exe with an additional command to point it to a config file:
e.g. ""program.exe C:/Users/..../configFile.bgi""
How can I do this?

I tried this but with no luck:

start ""C:\Users\Ben\Desktop\BGInfo\bginfo.exe C:\Users\Ben\Desktop\BGInfo\dc_bginfo.bgi""
pause
Update

I've used the solution provided by Ganesh (below) and came up with this:

cd C:\Users\Ben\Desktop\BGInfo\
bginfo.exe C:\Users\Ben\Desktop\BGInfo\dc_bginfo.bgi
I've tested it on a local machine (changing the directories) but on the server (with the directory above) it does not work...

The folder directory with batch file: enter image description here

The error enter image description here","batch-file
cmd",1
,printing a nested list by a while loop,"I need to print a nested list by using a while loop. any use of a for loop will give a penalty. My function's output doesn't match the required output.

For example:

print_names2([['John', 'Smith'], ['Mary', 'Keyes'], ['Jane', 'Doe']])
prints out (required output):

John Smith 
Mary Keyes 
Jane Doe
My function:

def print_names2(people):
    name = 0
    while name < len(people):
        to_print = """"
        to_print = people[name]
        print(to_print)
        name += 1
prints out:

['John', 'Smith']
['Mary', 'Keyes']
['Jane', 'Doe']
How can i remove the lists and the strings?","python
while-loop
nested-lists",1
,Twitter api searching tweets for hashtags,"I am new to twitter api and I have spend tremendous amount of time trying to figure this out.

I would like to extract a large number (100k - 1m) of tweets for a given search term from most recent tweets. I tried working with tweepy and I was able to setup a stream but I need the data from past as well.

I also tried following code but it only gives me 100 at a time and I don't understand how to use since_id and max_id to run through past tweets. Also if someone knows how to extract hashtags from a post. Currently I am splitting the words in posts and finding words with ""#"" but api.search has an attribute 'hash' and I am not sure how to call it.

results = api.search(q=movies[0],count=100,lang='en')
Any guidance would be appreciated.","python
search
twitter
hashtag
tweepy",1
,How to parse JSON in Java,"I have the following JSON text. How can I parse it to get the values of pageName, pagePic, post_id, etc.?

    {
       ""pageInfo"": {
             ""pageName"": ""abc"",
             ""pagePic"": ""http://example.com/content.jpg""
        },
        ""posts"": [
             {
                  ""post_id"": ""123456789012_123456789012"",
                  ""actor_id"": ""1234567890"",
                  ""picOfPersonWhoPosted"": ""http://example.com/photo.jpg"",
                  ""nameOfPersonWhoPosted"": ""Jane Doe"",
                  ""message"": ""Sounds cool. Can't wait to see it!"",
                  ""likesCount"": ""2"",
                  ""comments"": [],
                  ""timeOfPost"": ""1234567890""
             }
        ]
    }","java
json
parsing",1
,Changing Shell Text Color (Windows) [duplicate],"This question already has answers here:
How do I print colored text to the terminal? (58 answers)
Closed 8 years ago.
I'm looking for a way to change the color of the text output from my python scripts as it runs. The basic idea is something like this:

if (Data < LowerLimit):
    print ""Failed"" # Output Failed as Red Text
elif (Data > UpperLimit):
    print ""Failed"" # Red Color
else:
    print ""Passed"" # Blue Color
The scripts are being used on windows machines for quick data analysis.","python
windows
text
colors",1
,How to load up CSS files using Javascript?,"Is it possible to import css stylesheets into a html page using Javascript? If so, how can it be done?

P.S the javascript will be hosted on my site, but I want users to be able to put in the <head> tag of their website, and it should be able to import a css file hosted on my server into the current web page. (both the css file and the javascript file will be hosted on my server).","javascript
html
css
dhtml",1
,Java string to date conversion,"What is the best way to convert a String in the format 'January 2, 2010' to a Date in Java?

Ultimately, I want to break out the month, the day, and the year as integers so that I can use

Date date = new Date();
date.setMonth()..
date.setYear()..
date.setDay()..
date.setlong currentTime = dat","java
string
date
time
data-conversion",1
,Update datetime values format,"I have MsSQL table with these 5000 rows and a column in which some values are currently in a format:

Nov 14 2016 2:42PM
Dec 15 2016 5:45PM
Is there a way to update those to:

2016-11-14 14:42:18.222
2016-12-15 17:45:38.333
Or at least the Date Month Year part?

And some values are like this:

2014-03-17T10:38:13.300
2014-10-20T13:26:00.267
If there is a way to update these too, I would appreciate it.

And some values are OK like this:

2016-12-15 14:03:01.444
The table looks like this

id      stockid attributeid value

1025183 64348   50          Nov 28 2016  1:02PM
1027332 15984   50          2014-10-20T13:26:00.267
1041149 69924   50          Nov 28 2016  1:17PM
1049041 71661   50          2016-12-15 16:54:03.130
Data type property of the column is set to varchar.","sql-server
datetime
format",1
,Hide the datepicker on blur event,"I am trying to add an event blur on input in order to hide a calendar.
The plugin I am using to show the calendar is the foliowing eternicode/bootstrap-datepicker.

Here is the source code http://jsfiddle.net/KLpq7/75/

var inputs = $('.datepicker').datepicker({
    autoclose: true
});

inputs.on('blur', function () {
          console.log($(this));
          // I would like to hide just the date picker
          //$(this).hide();
});","javascript
twitter-bootstrap
jquery",1
,Infinite loop occuring in linked list,"I have a linked list that contains a method to traverse the list and print out a value of the struct in the linked list.

void testLinkedList(LinkedList* list)
    {
        int count = 1;
        LinkedListNode* current = list->head;
        while (current != NULL)
            {
                printf(""%d: Label is is %d\n"", count, current->data->label);
            current = current->next;
                count++;
            }
        }
Have I done something wrong in the loop? It should end when it reaches the last node but this will continue to loop and print out phantom numbers for as long as i allow it to.

EDIT: This is my insertlast() function I use to send to the linked list:

void insertLast(LinkedList* list, TinCan* newData)
    {
        int ii = 1;
    LinkedListNode* newNode = (LinkedListNode*)malloc(sizeof(LinkedListNode));
    newNode->data = newData;

    //check if queue empty
    if(list->head == NULL)
        {
        list->head = newNode;
        newNode->next=NULL;
        }
    else
        {
        LinkedListNode* current = list->head;
        while (current->next != NULL)
            {
            current = current->next;
            }
        current->next = newNode;
        printf(""%d"", ii);
        ii++;
        }
}","c
loops
data-structures
linked-list",1
,Python math is wrong [duplicate],"Possible Duplicate:
Python rounding error with float numbers

Python 2.7.3 (v2.7.3:70274d53c1dd, Apr  9 2012, 20:52:43) 
[GCC 4.2.1 (Apple Inc. build 5666) (dot 3)] on darwin
Type ""copyright"", ""credits"" or ""license()"" for more information.
>>> 4.2 - 1.8
2.4000000000000004
>>> 1.20 - 1.18
0.020000000000000018
>>> 5.1 - 4
1.0999999999999996
>>> 5 - 4
1
>>> 5.0 - 4.0
1.0
Why is Python getting its maths wrong?","python
math
numbers",1
,Comparing two input fields,"I have this function which i am using to compare two input fields. If the user enters the same number in both the text field. On submit there will be an error. Now i would like to know if there is a way to allow same number but not higher than or lower the value of the previous text box by 1. For example if user enters 5 in previous text box, the user can only input either 4, 5 or 6 in the other input field.Please give me some suggestions.

   <script type=""text/javascript"">
function Validate(objForm) {
var arrNames=new Array(""text1"", ""text2"");
var arrValues=new Array();
for (var i=0; i<arrNames.length; i++) {
var curValue = objForm.elements[arrNames[i]].value;
if (arrValues[curValue + 2]) {
alert(""can't have duplicate!"");
return false;
}
arrValues[curValue] = arrNames[i];
}
return true;
}
</script>
<form onsubmit=""return Validate(this);"">
<input type=""text"" name=""text1"" /><input type=""text"" name=""text2"" /><button type=""submit"">Submit</button>
</form>","javascript
html",1
