Id,Title,Body,Tags,Type
,"How To Disable 2nd Saturday 4th Saturday ,Sunday And Holiday Date Using JQuery Calendar","i want to Disable 2nd Saturday 4th saturday, Sunday And Public Holiday Date Using jQuery calendar 
 
 
 
 All year of 2nd Saturday And 4th Saturday ,Sunday Disable from Calendar
 
 
 
 Please Help Me",<javascript><jquery><jquery-ui>,1
,Resizing the bootstrap container width,"The bootstrap .conatiner div has a style, what is it below:

@media (min-width: 1200px){
    .container {
        width: 1170px!important;
    }
}
Can i overwrite this 1170px width to 80%, or higher? Only in that media query.",<css><twitter-bootstrap><twitter-bootstrap-3>,1
,Changing Theme in Windows 10 UWP App Programmatically,"<p>I was able to change theme using <code>this.RequestedTheme = ElementTheme.Dark;</code>
 But what I need is the whole application level, since this one only change the theme of the current page to dark.</p>
 
 <p>Whenever I try this <code>App.Current.RequestedTheme = ApplicationTheme.Dark;</code>
 I always get this error</p>
 
 <blockquote>
  <p>An exception of type 'System.NotSupportedException' occurred in UWPApp.exe but was not handled in user code</p>
 </blockquote>
 
 <p>Is there such a way that I can change the whole application theme from Light to Dark or vice versa?</p>
 
 <p>I'm using VS2015</p>",<c#><windows-10><windows-10-mobile><windows-10-universal>,1
,Print list content in a given order,"<pre><code>lt = ['7,777.7', '777.7', '77,777.7', '77.7']
 </code></pre>
 
 <p>How can I proceed to print the list content like this ?</p>
 
 <pre><code> 7,777.7
  777.7
 77,777.7
  77.7
 </code></pre>",<python><list><python-2.7><for-loop>,1
,"returns a list of prime numbers from the argument list, all numbers in the result list should be unique","My task is: Please, implement the GetListOfPrimeNumbers method that returns a list of prime numbers from the argument list. All numbers in the result list should be unique, duplicates should not be added to the result list. The number is prime if its only dividers are 1 and this number itself. using Linq is forbidden
 
 Given numbers: {23}{27}{29}{5}{30}{8}{19}{29}{26}{8}{17}{24}{19}{4}{4}{9}{15}{6}{9}{29}
 
 Expected: {23}{29}{5}{19}{17}
 
 Actual: {23}{27}{29}{5}{19}{29}{17}{19}{9}{15}{9}{29}
 
 I've written this code:
 
  List<int> numbers2 = new List<int>();
  foreach (int x in numbers)
  {
  for (int i = 2; i < x; i++)
  {
  if (x % i == 0)
 
  {
 
  break;
  }
  else
  {
  numbers2.Add(x);
  break;
  }
 
  }
 
  }
  
  for (int i = 0; i < numbers2.Count-1; i++)
  {
  if (numbers2[i] == numbers2[i + 1])
  {
  numbers2.Remove(numbers2[i]);
  }
  }
  for (int i = 0; i < numbers2.Count - 1; i++)
  {
  if (numbers2[i] == numbers2[i + 1])
  {
  numbers2.Remove(numbers2[i]);
  }
  }
  return numbers2;
 what is the mistake? help, please!",<c#><list><duplicates><primes>,1
,TextBox Value Disappears VB6,"I my case I am having two form Form 1 and Form 2.
 
 Form 1 having two Buttons and Form 2 is having one textbox.
 
 On Button 1 Click event I am writing ""My Text"" in my Form 2 TextBox and on button 2 I am showing Form 2.
 
 What is happening is When I close my Form 2 using close [X] button and reopen it value in my Form 2 Textbox Disappears.
 
 Please Help how can I resolve this,",<vb6>,1
,Angular2 exception: Token must be defined,"<p>app/boot.ts</p>
 
 <pre><code>import {bootstrap} from 'angular2/platform/browser';
 import {AppComponent} from './app.component';
 bootstrap(AppComponent);
 </code></pre>
 
 <p>app/app.component.ts</p>
 
 <pre><code>import {Component} from 'angular2/core';
 @Component({
  selector: 'my-app',
  template: '{{title}}'
 })
 class AppComponent {
  title: ""app""
 }
 </code></pre>
 
 <p>Error:</p>
 
 <pre><code>EXCEPTION: Token must be defined!
 STACKTRACE:BrowserDomAdapter.logError @ angular2.dev.js:23514
 ExceptionHandler.call @ angular2.dev.js:1147
 (anonymous function) @ angular2.dev.js:14801
 NgZone._notifyOnError @ angular2.dev.js:5796
 collection_1.StringMapWrapper.merge.onError @ angular2.dev.js:5700
 run @ angular2-polyfills.js:141
 (anonymous function) @ angular2.dev.js:5719
 NgZone.run @ angular2.dev.js:5681
 ApplicationRef_.bootstrap @ angular2.dev.js:14906
 bootstrap @ angular2.dev.js:25054
 execute @ boot.ts:4
 u @ system.src.js:4597
 execute @ system.src.js:4597
 y @ system.src.js:4597
 ...
 </code></pre>",<angular>,1
,"Gulp error internal/child_process.js:298 throw errnoException(err, 'spawn'); Error: spawn EACCES","<p>I searched for the cause of this error and found that I have to change permissions or run gulp using sudo, but still got the same error.
 Can anyone please help...</p>
 
 <p>internal/child_process.js:298
  throw errnoException(err, 'spawn');
  ^</p>
 
 <p>Error: spawn EACCES
  at exports._errnoException (util.js:870:11)
  at ChildProcess.spawn (internal/child_process.js:298:11)
  at exports.spawn (child_process.js:362:9)
  at exports.execFile (child_process.js:151:15)
  at ExecBuffer. (/var/www/conFusion/node_modules/gulp-imagemin/node_modules/imagemin/node_modules/imagemin-optipng/node_modules/exec-buffer/index.js:91:3)
  at /var/www/conFusion/node_modules/gulp-rev/node_modules/vinyl-file/node_modules/graceful-fs/graceful-fs.js:42:10
  at /var/www/conFusion/node_modules/gulp-cache/node_modules/cache-swap/node_modules/graceful-fs/graceful-fs.js:42:10
  at /var/www/conFusion/node_modules/gulp-imagemin/node_modules/imagemin/node_modules/vinyl-fs/node_modules/graceful-fs/graceful-fs.js:42:10
  at FSReqWrap.oncomplete (fs.js:82:15)</p>",<gulp>,1
,Most Pythonic way to kill a thread after some period of time,"<p>I would like to run a process in a thread (which is iterating over a large database table). While the thread is running, I just want the program to wait. If that thread takes longer then 30 seconds, I want to kill the thread and do something else. By killing the thread, I mean that I want it to cease activity and release resources gracefully.</p>
 
 <p>I figured the best way to do this was through a <code>Thread()</code>'s <code>join(delay)</code> and <code>is_alive()</code> functions, and an <code>Event</code>. Using the <code>join(delay)</code> I can have my program wait 30 seconds for the thread to finish, and by using the <code>is_alive()</code> function I can determine if the thread has finished its work. If it hasn't finished its work, the event is set, and the thread knows to stop working at that point.</p>
 
 <p>Is this approach valid, and is this the most pythonic way to go about my problem statement?</p>
 
 <p>Here is some sample code:</p>
 
 <pre><code>import threading
 import time
 
 # The worker loops for about 1 minute adding numbers to a set
 # unless the event is set, at which point it breaks the loop and terminates
 def worker(e):
  data = set()
  for i in range(60):
  data.add(i)
  if not e.isSet():
  print ""foo""
  time.sleep(1)
  else:
  print ""bar""
  break
 
 e = threading.Event()
 t = threading.Thread(target=worker, args=(e,))
 t.start()
 
 # wait 30 seconds for the thread to finish its work
 t.join(30)
 if t.is_alive():
  print ""thread is not done, setting event to kill thread.""
  e.set()
 else:
  print ""thread has already finished.""
 </code></pre>",<python><multithreading>,1
,Filter Name with Starting Letter in C#,"here is my code for select details by checking the name given.
 
 here I want to do name filter by starting letter also.. how can I do it?
 
 
 
 select * from tblcustomer
 
 where 
 
 customername=case @customername
 
 when null then customername
 
 else @customername",<sql>,1
,Django dynamic FileField upload_to,"I'm trying to make dynamic upload path to FileField model. So when user uploads a file, Django stores it to my computer /media/(username)/(path_to_a_file)/(filename).
 
 E.g. /media/Michael/Homeworks/Math/Week_1/questions.pdf or /media/Ernie/Fishing/Atlantic_ocean/Good_fishing_spots.txt
 
 VIEWS
 @login_required
 def add_file(request, **kwargs):
 if request.method == 'POST':
  form = AddFile(request.POST, request.FILES)
  if form.is_valid():
  post = form.save(commit=False)
  post.author = request.user
 
  post.parent = Directory.objects.get(directory_path=str(kwargs['directory_path']))
  post.file_path = str(kwargs['directory_path'])
 
  post.file_content = request.FILES['file_content'] <-- need to pass dynamic file_path here
 
  post.save()
  return redirect('/home/' + str(post.author))
 
 MODELS
 class File(models.Model):
  parent = models.ForeignKey(Directory, on_delete=models.CASCADE)
  author = models.ForeignKey(User, on_delete=models.CASCADE)
  file_name = models.CharField(max_length=100)
  file_path = models.CharField(max_length=900)
  file_content = models.FileField(upload_to='e.g. /username/PATH/PATH/..../')
 
 FORMS
 class AddFile(forms.ModelForm):
  class Meta:
  model = File
  fields = ['file_name', 'file_content']
 What I have found was this, but after trial and error I have not found the way to do it. So the ""upload/..."" would be post.file_path, which is dynamic.
 
 def get_upload_to(instance, filename):
  return 'upload/%d/%s' % (instance.profile, filename)
 
 
 class Upload(models.Model):
  file = models.FileField(upload_to=get_upload_to)
  profile = models.ForeignKey(Profile, blank=True, null=True)",<django><file-upload><django-nodels><filefield><django-file-upload>,1
,batch compiling SCSS files into CSS via windows command line,"I am wondering, how to batch compile SCSS files via windows command line...in the older version the command 'sass --watch scssFolder:CSSFolder' will do the job but it seems obsolete in the newest version of the SASS.",<css><sass><compilation>,1
,to get or set the values of controls of a form froma class file,"I am new here,
 
 i need to ask that, how can i get the value of a textbox and store it outside the FORM.cs, and to get that value to show it on a label...
 
 it is just for test application.. i want to code that is independent from GUI.
 
 thanks for your help in advance.
 
 here is what i was trying...
 
 
 
 In Form.cs
 
  
 
 
 
 private void button4_Click(object sender, EventArgs e)
 
  {
 
  
 
  
 
  cueTextBox2.Text = value;
 
  Calling cal = new Calling();
 
  cal.setntags(value);
 
  }
 
 
 
 in Calling.cs
 
 
 
 
 
  public string setntags(string value)
 
  {
 
  
 
  value = tag1;
 
  MessageBox.Show(""done"");
 
  return tag1;
 
  
 
  }
 
 
 
 i am new in coding.. please help me,.",<c#><asp.net><winforms><class>,1
,I'm getting an IndentationError. How do I fix it?,"I have a Python script:
 
 if True:
  if False:
  print('foo')
  print('bar')
 However, when I attempt to run my script, Python raises an IndentationError:
 
  File ""script.py"", line 4
  print('bar')
  ^
 IndentationError: unindent does not match any outer indentation level
 I kept playing around with my program, and I was able to produce four errors in total:
 
 IndentationError: unexpected indent
 IndentationError: expected an indented block
 TabError: inconsistent use of tabs and spaces in indentation
 IndentationError: unindent does not match any outer indentation level
 What do these errors mean? What am I doing wrong? How can I fix my code?
 
 Note: This is an attempt at a canonical question because I see many similar posts every month. This is not a duplicate of existing questions about unindents or unexpected indents because they only deal with one type of indentation error each, and I'm looking to cover them all in one place.",<python><exception><error-handling><indention><code-formtting>,1
,MySql cannot update a DATETIME field - no record found,"I have a table in MySql 5.6.10 defined as this:
 
 Table Definition
 https://i.stack.imgur.com/cHvJH.png
 When I do a select query (from HeidiSQL client) for a particular record filtering on the id_failed_delivery_log column, the record is found successfully, but when I use the same filter for the UPDATE command, then no record is found and no error reported:
 
 Select vs. Update comparison
 
 When I update a different column using the same filter, the update works and I can see the updated value. Then there is an issue with an update to this particular column.
 https://i.stack.imgur.com/7zT4N.png
 I've also tried updating with a time function instead of hard-coded date value, for example with the now() function but I still get the same result and the record is not found.
 
 Could it be caused by the 'Default' value is set to CURRENT_TIMESTAMP?",<sql><mysql><heidisql>,1
,How to correctly share JAX-RS 2.0 client,"<p>To give a little context to my issue...</p>
 
 <p>I have a Java EE web application (as a UI / client) that accesses services for data / business logic via a REST interface using the JAX-RS 2.0 client API (Resteasy implementation).</p>
 
 <p>Currently I inject a new JAXRS Client instance per request using a RequestScoped CDI managed bean, the thinking being that the client app may call multiple backend resources per request and I reuse the same JAXRS Client for the whole request (although I read somewhere this may not be correct as I am potentially changing the URI for each invocation)</p>
 
 <p>The documentation for JAXRS Client seems to suggest that the client is a potentially expensive operation and the app should limit the amount of connections it creates. It also seems to contradict itself and suggest the client should be closed once all the requests to a particular WebTarget are finished.</p>
 
 <p>The client application could potentially support thousands of simultaneous users so creating and destroying thousands of 'expensive clients' does not seem to be the correct approach so am thinking a shared client pool is more appropriate but there doesn't seem to be any information on how this should be achieved.</p>
 
 <p>All examples appear to show creating a new client for the request and a) closing it after or b) not closing it but not really explaining what happens on a second request.</p>
 
 <p>Can you help provide some answers on how you think this would be solved or information on what the best practice for this approach is.</p>
 
 <p>Thanks.</p>",<rest><jakarta-ee><rest-client>,1
,TypeError: argument of type 'NoneType' is not iterable while extracting from the ditionary,"I am trying to extract the one value from dictionary
 
 If value not present in parames key I am passing a default value
 
 I am getting TypeError: argument of type 'NoneType'
 
 Below is the dictionary
 
 event = {
  'resource': '/test',
  'path': '/test',
  'httpMethod': 'GET',
  'headers': None,
  'multiValueHeaders': None,
  'query': None,
  'parames': None,
  'path': None,
  'Variables': None}
 My code is below
 
 if 'value' in event['parames']:
  if isinstance('value', int)
  val = int(event['parames']['value'][0])
  else:
  val = 10
 else:
  val = 10
 print(val)
 My idea,
 
 check value is present in event
 
 if present then value is extracted
 
 In exception condition i will get value=10",<python>,1
,I am getting a StringIndexOutOfBoundsException when I attempt to use array parts from the children classes,"//Ticket parent class
 
  import java.util.ArrayList;
 
  import java.util.Scanner;
 
  import java.io.*;
 
  public class Ticket
 
  {
 
  public Ticket()
 
  {
 
  seatArray = new ArrayList<TicketObject>();
 
  
 
  }
 
  public void loadIn()
 
  {
 
    //generic seating for plays and concerts
 
    seatArray.add(new TicketObject(""A1"", 40));
 
  seatArray.add(new TicketObject(""A2"", 40));
 
  seatArray.add(new TicketObject(""A3"", 40));
 
  seatArray.add(new TicketObject(""A4"", 40));
 
  seatArray.add(new TicketObject(""A5"", 40));
 
  seatArray.add(new TicketObject(""B1"", 35));
 
  seatArray.add(new TicketObject(""B2"", 35));
 
  seatArray.add(new TicketObject(""B3"", 35));
 
  seatArray.add(new TicketObject(""B4"", 35));
 
  seatArray.add(new TicketObject(""B5"", 35));
 
  }
 
  public String getSeats(int x)
 
  {
 
    return seatArray.get(x).getName() + "" $"" + seatArray.get(x).getPrice();
 
  }
 
  protected ArrayList<TicketObject> seatArray;
 
  }
 
  //Concert ticket child class
 
  import java.util.ArrayList;
 
  import java.util.Scanner;
 
  import java.io.*;
 
  public class ConcertTicket extends Ticket
 
  {
 
  public ConcertTicket()
 
  {
 
  super();
 
  }
 
  public void loadIn()
 
  {
 
  super.loadIn();
 
  //Special option for concerts
 
  seatArray.add(new TicketObject(""Backstage Pass"", 100));
 
  seatArray.add(new TicketObject(""Backstage Pass"", 100)); 
 
  seatArray.add(new TicketObject(""Backstage Pass"", 100)); 
 
  seatArray.add(new TicketObject(""Backstage Pass"", 100)); 
 
  seatArray.add(new TicketObject(""Backstage Pass"", 100)); 
 
  }
 
  
 
  }
 
  //Play ticket child class
 
  import java.util.ArrayList;
 
  import java.util.Scanner;
 
  import java.io.*;
 
  public class PlayTicket extends Ticket
 
  {
 
  public PlayTicket()
 
  {
 
  super();
 
  } 
 
  public void loadIn()
 
  {
 
    super.loadIn();
 
      //Specialized seating for plays
 
    seatArray.add(new TicketObject(""Box 1"", 150));
 
    seatArray.add(new TicketObject(""Box 2"", 150));
 
    seatArray.add(new TicketObject(""Box 3"", 150));
 
    seatArray.add(new TicketObject(""Box 4"", 150));
 
    seatArray.add(new TicketObject(""Box 5"", 150)); 
 
  }
 
  }
 
  //Ticket object for each seat; also used to populate array
 
  public class TicketObject
 
  {
 
  public TicketObject(String inSeatName, int inSeatPrice)
 
  {
 
  seatName = inSeatName;
 
  seatPrice = inSeatPrice;
 
  }
 
  public String getName()
 
  {
 
    return seatName;
 
  }
 
  public int getPrice()
 
  {
 
    return seatPrice;
 
  }
 
  private String seatName;
 
  private int seatPrice;
 
  }
 
  //Price calculation class
 
  public class Calculations 
 
  {
 
   public static double addTax(int total)
 
   {
 
   return total * 1.07;
 
   }
 
  }
 
  //Tester class
 
  import java.util.Scanner;
 
  public class TicketTester
 
  {
 
  public static void main(String[] args)
 
  {
 
    Scanner in = new Scanner(System.in);
 
   try {
 
  //Introduction for user
 
  System.out.println(""Welcome to the ticket purchasing program!"");
 
  System.out.println(""You will be able to purchase either a concert or play ticket"");
 
  System.out.println(""\n"");
 
  System.out.println(""Type concert or play to display available seats and deals"");
 
  running = true;
 
  
 
  
 
    //Displaying tickets of either a concert or play
 
    String answer = in.next();
 
    if (answer.equalsIgnoreCase(""Concert""))
 
    {
 
     ConcertTicket journeyConcert = new ConcertTicket();
 
     journeyConcert.loadIn();
 
     System.out.println(""Seat Price"");
 
     for(int i=0;i<15;i++)
 
     {
 
     System.out.println(journeyConcert.getSeats(i));
 
     }
 
     System.out.println(""\n"");
 
     System.out.println(""Type in a seat name/option and press enter to reserve it."");
 
     System.out.println(""Type purchase and press enter to finalize your ticket purchase""); 
 
    }
 
    else if(answer.equalsIgnoreCase(""Play""))
 
    {
 
     PlayTicket catsPlay = new PlayTicket();
 
     catsPlay.loadIn();
 
     System.out.println(""Seat Price"");
 
     for(int i=0;i<15;i++)
 
     {
 
     System.out.println(catsPlay.getSeats(i));
 
     }
 
     System.out.println(""\n"");
 
     System.out.println(""Type in a seat name/option and press enter to reserve it."");
 
     System.out.println(""Type purchase and press enter to finalize your ticket purchase"");
 
    }
 
    else
 
    System.out.println(""Enter a valid input"");
 
  
 
    //Adding up chosen seat numbers and costs
 
    while(running)
 
    { 
 
    String seatChoice = in.next();
 
    if ((seatChoice.substring(0,1)).equalsIgnoreCase(""A"") && seatChoice.length() == 2)
 
     {
 
    total = total + 40;
 
    seats = seats + 1;
 
     }
 
    else if ((seatChoice.substring(0,1)).equalsIgnoreCase(""B"")&& seatChoice.length() == 2)
 
   {
 
    total = total + 35;
 
    seats = seats + 1;
 
   }
 
    else if ((seatChoice.substring(0,3)).equalsIgnoreCase(""Box"")&& seatChoice.length() == 5)
 
   {
 
    total = total + 150;
 
    seats = seats + 1;
 
   }
 
    else if ((seatChoice.substring(0,14)).equalsIgnoreCase(""Backstage Pass"") && seatChoice.length() == 14)
 
   {
 
    total = total + 100;
 
    seats = seats + 1;
 
   }
 
    else if (seatChoice.equalsIgnoreCase(""Purchase""))
 
    {
 
     System.out.println(""You reserved "" + seats + "" seats at a price of $"" + Calculations.addTax(total));
 
     running = false;
 
    }
 
    else
 
    System.out.println(""Enter a valid input"");
 
    }
 
   }
 
   finally {
 
   if(in!=null)
 
   in.close();
 
   }
 
   }
 
  private static Boolean running;
 
  private static int total = 0;
 
  private static int seats = 0;
 
  }
 
  
 
 When I run the TicketTester class, everything runs correctly until I attempt to add either a backstage pass or a box office seat. I am given this error:
 
  ""Exception in thread ""main"" java.lang.StringIndexOutOfBoundsException: String index out of range: 14 at java.lang.String.substring(Unknown Source) at TicketTester.main(TicketTester.java:67)"" 
 
 
 
 From this I can see that the error is occurring at the following line, but I don't know how to resolve it.
 
    else if ((seatChoice.substring(0,13)).equalsIgnoreCase(""Backstage Pass"") && seatChoice.length() == 14)",<java><arraylist>,1
,get member information from group in python-telegram-bot,"i am working on part of the telegram bot coding with python :
 
 def ok(bot,update):
  print update.message
 
 
 handler = MessageHandler(Filters.all,ok)
 updater.dispatcher.add_handler(handler)
 
 updater.start_polling()
 updater.idle()
 when i was sent a pm directly to my bot i can print member username with:
 
 print update.message[""chat""][""username""]
 result of :
 
 print update.message
 
 when sent directly message to robot :
 
 {'delete_chat_photo': False, 'new_chat_photo': [], 'from': {'username': u'un_detectable', 'first_name': u'Sina \U0001f3a9', 'is_bot': False, 'id': 207541477, 'language_code': u'en-US'}, 'text': u'salaaam', 'entities': [], 'channel_chat_created': False, 'new_chat_members': [], 'supergroup_chat_created': False, 'chat': {'username': u'un_detectable', 'first_name': u'Sina \U0001f3a9', 'type': u'private', 'id': 207541477}, 'photo': [], 'date': 1505902164, 'group_chat_created': False, 'message_id': 297, 'new_chat_member': None}
 and in chat field username is exist and as i said can be print
 
 but when i was sent a pm in group ( my bot perm is admin ) i cant access to member username
 
 result of :
 
 print update.message
 when sent a message in chat group :
 
 {'delete_chat_photo': False, 'new_chat_photo': [], 'from': {'username': u'un_detectable', 'first_name': u'Sina \U0001f3a9', 'is_bot': False, 'id': 207541477, 'language_code': u'en-US'}, 'text': u'salaaaam', 'entities': [], 'channel_chat_created': False, 'new_chat_members': [], 'supergroup_chat_created': False, 'chat': {'type': u'supergroup', 'id': -1001139540291L, 'title': u'test'}, 'photo': [], 'date': 1505902183, 'group_chat_created': False, 'message_id': 201, 'new_chat_member': None}
 and in chat field username is dosent exist i want to when one of the memebrs wrote the message in group , save my bot him message + username in database but i cant access to username of the group members ! can someone help me?",<python><telegram-bot><python-telegram-bot>,1
,"MongoDB aborting after fassert() failure, mongod --repair doesn't work","I just reinstalled OSX from a backup and now I can't get mongod to work. I'm getting the ***aborting after fassert() failure error. Here's a pastebin with the log: http://pastebin.com/5WmXdGKd.

I get the same error if I try to run sudo mongod --repair. I also tried the solution offered here: https://stackoverflow.com/a/34946049/3923183, but after deleting the .sock file, nothing changed. None of the other solutions I've found were any help.

This is on my local machine, not a server, so I have no problem losing any data. I can easily replace it. I tried removing mongodb and reinstalling, but the problem persists. Any help would be greatly appreciated, thanks!",<mongodb>,1
,Storing Data With Python in Text Files,"Similar questions have been asked but none quite like this.

I need to save 2 pieces of information in a text file, the username and their associated health integer. Now I need to be able to look into the file and see the user and then see what value is connected with it. Writing it the first time I plan to use open('text.txt', 'a') to append the new user and integers to the end of the txt file.

my main problem is this, How do I figure out which value is connected to a user string? If they're on the same line can I do something like read the only the number in that line?

What are your guys' suggestions? If none of this works, I guess I'll need to move over to json.",<python><database><python-3.x><storage><storing-data>,1
,How to convert relative import to absolute in angular 6?,"For example

make environments/environment instead of

 ../../../../environments/environment","<angular>
<typescript>
<import>",1
,CSS-Module classes are undefined while React server side rendering,"""require(""""@babel/register"""")({
  presets: [""""@babel/preset-env"""", """"@babel/preset-flow"""", """"@babel/preset-react""""],
  plugins: [
    """"@babel/plugin-transform-runtime"""",
    """"@babel/plugin-proposal-class-properties"""",
    """"babel-plugin-dynamic-import-node"""",
    """"@babel/plugin-transform-modules-commonjs"""",    
    [
      """"module-resolver"""",
      {
        root: [""""./src""""]
      }
    ]
  ]
});

require(""""ignore-styles"""");

module.exports = require(""""./server.js"""");""","<reactjs>
 <server-side-rendering>
 <css-modules>
 <babel-register>",1
,"How to check if a char is in the alphabet in C#","""<p>I think the title says enough.</p>

<pre><code>void onClickSubmit(char submit)
{
     if(submit.//check if it is alphabetical)
     {
           //some code
     }
}
</code></pre>

<p>how can i check if the char submit is in the alphabet?</p>
""","<c#><char><alphabet>",1
,C: non-NULL terminated unsigned char *,"I saw [here][1] that it isn't possible to find out an unsigned char * length using strlen if it isn't NULL terminated, since the strlen function will go over the string but won't find any '\0', hence a run-time error. I figure that it is exactly the same for signed char *.

I saw a code snippet that was doing something like `int len = sizeof(unsigned char *);` but, as I understand, it only gives the size of a pointer - word size. Is it possible to use sizeof in another way to get the result or do I have to get the length somewhere else?

  [1]: http://stackoverflow.com/questions/261431/how-to-find-the-length-of-unsigned-char-in-c","<c><string><sizeof><strlen>",1
,"Host java-based telegram bot on server ","""I've made a bot using java, and it works perfectly using my laptop as the host machine (the program runs in my machine and telegram users can use my bot as long as i'm running it on my machine).

In order to make the bot online 24/7, I need to host it in some kind of web server. My bot is simple, it doesn't require databases, it just reacts to some predefined messages, so very little computational power is needed.

So my questions are:

·How can I host my program on a server and how can I make it run continuously?""","""<java>
<server>
<telegram>
<telegram-bot>""
",1
,how to convert JSON data to .tsv file using python.,"My json data looks like this :

data ={
    ""time"": ""2018-10-02T10:19:48+00:00"",
    ""class"": ""NOTIFICATION"",
    ""type"": ""Access Control"",
    ""event"": ""Window/Door"",
    ""number"": -61
}
Desired output have to be like this:

time   class  type   event   number 
2018-10-02T10:19:48+00:00  NOTIFICATION  Access Control  Window/Door -61
could anyone help me out, Thanks in advance","json
python-3.x
csv",1
,How to customize django rest auth email context,"Similar to this question How to customize django rest auth password reset email content/template I would like to customize password reset (and other) emails automatically send by django rest auth. It perfectly works to use custom email templates with an custom serializer:

class CustomPasswordResetSerializer(PasswordResetSerializer):
    def get_email_options(self):
        return {
            'domain_override': settings.FRONTEND_URL,
            'email_template_name': 'registration/custom_reset_email.txt',
            'html_email_template_name': 'registration/custom_reset_email.html',
        }
But additionally to customized templates I want to add custom context. Is there a simple way to do it?","django
django-rest-auth",1
,What's the best way to store text data?,"<p>I am kinda new to Android development, but I coded a lot of C#(WinF,WPF). I created an quiz app (German words) for app and I'm not quite sure how to store and load dictionaries (a file, where lines contain 2 words). What is the best way to store these dictionaries? I googled a bit, but didn't find exact answers. At the moment I generate the words directly in the code. 
 Thanks!</p>",<android><android-file>,1
,ios/objective-c/xcode: Expand Label based on quantity of text using Storyboard,"I have a UIlabel linked to a property that can contain text of many different possible lengths.
 
 
 
 How can I get the label to expand vertically to accommodate different quantities of text?
 
 
 
 I have set lines to 0 in storyboard. And I've experimented with different heights in the Size Inspector. But the label is not adjusting and I am only seeing one line of text that ends at edge of label.
 
 
 
 Would prefer not to use auto layout if possible unless there is no other way.
 
 
 
 Thanks in advance for any suggestions.",<ios><storyboard><uilabel>,1
,"""Can't open output file"" error on scanf call","I am trying to do a simple code in C using the text editor Sublime. The problem is, when I try to use the scanf function I get an error.

#include<stdio.h>
#include<stdlib.h>

int main(){
    int a;
    scanf(""%d"",&a);
    printf(""testing %d"",a);
    return 0;
}
The error:

c:/mingw/bin/../lib/gcc/mingw32/8.2.0/../../../../mingw32/bin/ld.exe: cannot open output file cccc.exe: Permission denied collect2.exe: error: ld returned 1 exit status",<c><scanf><sublimetext3>,1
,GHCI: ghc-options for test suite overriding ghc-options for library,"I have a library being compiled with -Wall, and I have a test suite with -Wall -Wno-incomplete-patterns

When I fire up ghci with stack ghci --test, it seems ghci picks the ghc options from the test suite and applies them to both projects. In other words, it applies -Wno-incomplete-patterns to the library code as well.

Is there a way of stopping ghci from doing that?",<haskell><cabal><haskell-stack><ghci>,1
,what's the time complexity of swift reversed?,"I have read apple developer document:

Array.reverse()

Array.reversed()

the fist article points out: Complexity: O(n), where n is the number of elements in the collection.

the second article points out: Complexity: O(1), and without any reason.

Is that just a little mistake or other reason?

Because second article takes a example for

let word = ""Backwards""
for char in word.reversed() {
    print(char, terminator: """")
}
// Prints ""sdrawkcaB""
I think O(n) is correct answer. right?",<arrays><swift><time-complexity>,1
,"AWS Elastic Beanstalk, wont update django.config with ""eb deploy""","I've deployed a API application to AWS Elastic Beanstalk written in python and django. I'm now developing the frontend from which I'm trying to send a simple get request to the AWS python server. Trying different solutions to the CORS header issue I added:

files:
  ""/etc/httpd/conf.d/cors.conf"" :
    mode: ""000644""
    owner: root
    group: root
    content: |
      <Location ""/"">
        Header set Access-Control-Allow-Origin: *
        Header set Access-Control-Allow-Methods: ""POST, GET, PUT, DELETE, OPTIONS""
        Header add Access-Control-Allow-Headers: ""Authorization, Content-Type, Accept""
        Header set Access-Control-Allow-Credentials: true

        SetOutputFilter DEFLATE
      </Location>
to the django.config file which made it work on AWS but not locally (the django.config file is located in .ebextensions file). I decided to instead use the 'django-cors-headers' middleware so that it would work both locally and on AWS. But now it wont work on AWS since it registers multiple Access-Control-Allow-Origin domains.

So after removing the above files: code from django.config the problem persisted so the reasonable problem would be that the header is added both by the middleware and by the django.config code which I'm not able to remove.

Could someone help me find a solution?",<python><django><amazon-web-services><cors><amazon-elastic-beanstalk>,1
,Arduino - About Data Types,"I am writing a delay function for Arduino to be used in a project. The reason is that TIMER0 (the default timer used for Arduino delay) is occupied with PWM control. The test code for the delay function is as follows:

int count;
unsigned long int sec;

void delay_ms (uint16_t millisecond) {
  sec = ((16000000/12)/1000)*millisecond;
  for (count = 0; count < sec; count ++);
}

void setup (){
Serial.begin(9600);
}

void loop (){
  Serial.println('a');
  delay_ms(1000);
  Serial.println('b');
  delay_ms(1000);
}
This setup simply prints a and b with a 1-second delay between each. It's working properly but before that there were other setups I used that did not work. The changes are:

Declaring count as an unsigned long => This led to the delay function working properly but only for the first time.
Declaring and intializing count as an int in the initialization step of the for loop => The delay function does not work as intended, at all.
Based on the knowledge provided by Arduino Reference on Unsigned Long and Int, I'd thought that they are essentially the same in this case. Therefore, I'd like to get some clarification in terms of how the data is processed by the loop as well as the delay function.",<c++><arduino-uno>,1
,How can I import (with webpack) just the core of bluebird.js?,"The getting started page says how you can directly download a core version of the bluebird library: https://cdn.jsdelivr.net/bluebird/latest/bluebird.core.min.js

However it doesn't say anywhere how to do the same with import (when using webpack) in order to avoid large build-size.

How do we do it?",<promise><bluebird>,1
